id,recipient_primary_major,recipient_secondary_majors,recipient_graduation_date,recipient_education_level,recipient_primary_college,recipient_gender,recipient_ethnicity,recipient_graduation_group_name,response_graduation_date,response_status,outcome,employer_name,employer_industry,employment_category,employment_type,job_function,job_position,employed_during_education,continuing_education_school,continuing_education_level,continuing_education_major,still_looking_option,not_seeking_option,annual_salary,pay_schedule,bonus_amount,other_compensation,job_alignment,el_participation,el_helpfulness,el_most_helpful,job_alignment_num,el_helpfulness_num,el_helpfulness_binary,el_count,el_participation_binary
5355093,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Male,Asian/Asian American,23-May,5/1/2023,submitted,Working,Walmart,Pharmaceuticals,Organization,Part-Time,Healthcare Services,Pharmacist,Yes,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355097,Registered Nursing,NA,5/14/2016,Bachelors,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Providence,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,NA,NA,NA,NA,NA,NA,64480,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",3,4,1,4,1
5355099,Music~Media Arts,Music,5/12/2023,Bachelors,College of the Arts and Media,Male,Latino(a),23-May,5/1/2023,submitted,Working,The Roxy Theater,"Movies, TV, Music, Gaming",Freelancer,Full-Time,Sales,FOH Concessions,NA,NA,NA,NA,NA,NA,31200,Hourly Wage,NA,NA,This position significantly fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Study abroad or study away program, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism)",1,1,0,8,1
5355102,Wildlife Biology~Geographic Information Systems,Wildlife Biology,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Missoula County Clerk & Treasurer,Transportation & Logistics,Organization,Full-Time,Data & Analytics,GIS Technician,NA,NA,NA,NA,NA,NA,43680,Hourly Wage,0,0,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,3,1
5355105,Dance,Dance,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355109,Computer Sci-Mathematical Sci,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Amazon,Internet & Software,Organization,Full-Time,Engineering - Web / Software,Software dev,NA,NA,NA,NA,NA,NA,12,Annual Salary,1000000,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",3,4,1,3,1
5355110,Art,NA,5/12/2023,Certificate,College of the Arts and Media,Female,White/Caucasian,23-May,8/1/2023,submitted,Working,University of Montana,Higher Education,Organization,Part-Time,Data & Analytics,Data Base Manager,Yes,NA,NA,NA,NA,NA,38126.4,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",No,None of the experiential learning activities I participated in at UM were helpful.,2,1,0,3,1
5355115,Sociology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Summit Beverage,Food & Beverage,Organization,Full-Time,Logistics & Supply Chain,Night time warehouse,Yes,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,3,1
5355120,Finance~Economics,Finance,5/12/2023,Bachelors,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,"Indigo Partners, LLC",Investment Banking,Organization,Full-Time,Finance,Financial Analyst,NA,NA,NA,NA,NA,NA,65000,Annual Salary,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,3,1,5,1
5355122,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355124,Art~German,Art,5/12/2023,Bachelors,College of the Arts and Media,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana Maureen and Mike Mansfield Library,Higher Education,Organization,Part-Time,Library Science,Library Tech II,Yes,NA,NA,NA,NA,NA,33862.4,Hourly Wage,NA,NA,This position fails to meet my expectations,None of the above,NA,NA,1,NA,NA,0,0
5355126,Pharmacy~Business Administration,Pharmacy,4/30/2021,Bachelors,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Providence,Healthcare,Organization,Full-Time,Healthcare Services,PGY! Pharmacist Resident,NA,NA,NA,NA,NA,NA,70075,Annual Salary,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,5,1
5355128,Microbiology~Medical Laboratory Science,Microbiology,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,"Veterans Affairs, Veterans Health Administration",Healthcare,Organization,Full-Time,Lab Work/Science,Medical Laboratory Scientist,NA,NA,NA,NA,NA,NA,67382,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,5,1
5355129,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Walgreens,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacy Grad Intern,NA,NA,NA,NA,NA,NA,69680,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism)",3,3,1,4,1
5355130,Registered Nursing,NA,12/12/2014,Bachelors,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Community Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,NA,NA,NA,NA,NA,NA,65000,Annual Salary,5000,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355132,Native American Studies,Anthropology,5/12/2023,Bachelors,College Humanities & Sciences,Female,NA,23-May,5/1/2023,submitted,Working,University of Montana,Higher Education,Organization,Full-Time,Healthcare Services,Health Equity and Community Engagement Specialist,Yes,NA,NA,NA,NA,NA,55000,Annual Salary,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355137,Computer Science,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,Asian/Asian American,23-May,5/1/2023,submitted,Working,"Tempest Technologies, LLC",Internet & Software,Organization,Full-Time,Engineering - Web / Software,Software Developer,Yes,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",2,4,1,4,1
5355141,Psychology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355145,Pharmacy~Biology,Pharmacy,5/3/2019,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355146,Accounting,NA,5/12/2023,Masters,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355147,Enviro Sci and Sustainability,Resource Conservation,5/10/2024,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Lincoln County,Forestry,Organization,Full-Time,Environmental / Sustainability Mgmt,Forester tech,Yes,NA,NA,NA,NA,NA,39520,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355150,Environmental Studies~Native American Studies,Environmental Studies,12/17/2021,Associates,College Humanities & Sciences,Male,Native American/Alaskan Native,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",2,2,0,4,1
5355154,Elementary Education~Elementary Certification,Elementary Education,5/12/2023,Associates,College of Education,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Konocti Unified School District,K-12 Education,Organization,Full-Time,Education / Teaching / Training,1st Grade Teacher,NA,NA,NA,NA,NA,NA,55000,Annual Salary,5000,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,5,1
5355161,Pharmacy~Pharmaceutical Sciences,Pharmacy,5/13/2022,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Walgreens,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,NA,NA,NA,NA,NA,NA,125944,Hourly Wage,75000,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355162,Anthropology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Brad Lipnici and Mike Hubber,Other Industries,Temporary/Contract Work Assignment,Full-Time,Other,Cleaning the U of M buildings,Yes,NA,NA,NA,NA,NA,29640,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",No,"Internship, field experience, student teaching, practicum or clinical placement",2,1,0,4,1
5355164,Marketing~Spanish,Marketing,5/12/2023,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355166,Management Information Systems~Cybersecurity Management,Management Information Systems,11/25/2020,Associates,College of Business,Male,NA,23-May,5/1/2023,submitted,Working,"Fast Enterprises, LLC",Internet & Software,Organization,Full-Time,Consulting,Implementation Consultant,NA,NA,NA,NA,NA,NA,95000,Annual Salary,10000,4000,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,2,0,5,1
5355167,Sustainable Construction Tech~Carpentry,Carpentry,8/14/2020,Certificate,Missoula College,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,frame of mind,Construction,Organization,Full-Time,Construction / Contracting,Custom Picture Framer,Yes,NA,NA,NA,NA,NA,37440,Hourly Wage,0,0,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355170,English,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,Latino(a),23-May,5/1/2023,submitted,Working,Missoula City County Health Department,"Government - Local, State & Federal",Organization,Full-Time,Data & Analytics,Data and reports,NA,NA,NA,NA,NA,NA,41600,Hourly Wage,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,None of the experiential learning activities I participated in at UM were helpful.,2,1,0,1,1
5355172,Anthropology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,NA,23-May,5/1/2023,submitted,Working,Cultural Resource Facility,Research,Temporary/Contract Work Assignment,Full-Time,Research,Research associate,NA,NA,NA,NA,NA,NA,43680,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5355174,Biology,NA,5/6/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Research,Temporary/Contract Work Assignment,Full-Time,Lab Work/Science,Field Assistant,Yes,NA,NA,NA,NA,NA,35360,Hourly Wage,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355177,Psychology,NA,5/3/2019,Associates,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355179,Pharmacy,Pharmacy,5/1/2026,Doctorate,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Rathdrum Drug,Retail Stores,Organization,Full-Time,Healthcare Services,Pharmacist,NA,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5355184,Management Information Systems,NA,12/14/2012,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355186,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Albertsons Companies,Pharmaceuticals,Organization,Full-Time,Healthcare Services,Pharmacist,NA,NA,NA,NA,NA,NA,133120,Hourly Wage,30000,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355188,Theatre,NA,5/10/2024,Bachelors,College of the Arts and Media,Male,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355189,"Women's, Gender & Sexuality St",NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,PFL,Internet & Software,Freelancer,Full-Time,Education / Teaching / Training,Nanny,Yes,NA,NA,NA,NA,NA,65000,Annual Salary,NA,NA,This position meets my expectations,"Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,None of the experiential learning activities I participated in at UM were helpful.,3,1,0,2,1
5355191,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2024,submitted,Working,Mountain Home Montana (a Work-Study employer!),Non-Profit - Other,Organization,Full-Time,Community & Social Services,Children's Case Manager,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,1,1
5355193,"Parks, Tourism &Rec Management",NA,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Higher Education,Temporary/Contract Work Assignment,Full-Time,Research,Field technician,NA,NA,NA,NA,NA,NA,41600,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,3,1,5,1
5355198,Management & Entrepreneurship,NA,5/12/2023,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355199,"Women's, Gender & Sexuality St",NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,Latino(a),23-May,5/1/2023,submitted,Working,Planned Parenthood of Montana,Healthcare,Organization,Full-Time,Administration,Meds by Mail coordinator,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355200,Psychology,NA,5/16/2009,Certificate,College Humanities & Sciences,Female,Latino(a),23-May,5/1/2023,submitted,Working,Aralia Health,Healthcare,Organization,Full-Time,Healthcare Services,Medical Assistant,Yes,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,No opinion,Community-based project (service learning or volunteer),Yes,None of the experiential learning activities I participated in at UM were helpful.,2,4,1,1,1
5355202,Psychology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,3,1
5355203,Undeclared,NA,5/1/2026,Masters,College Humanities & Sciences,Female,NA,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355204,Elementary Education~Elementary Certification,Elementary Education,5/12/2023,Bachelors,College of Education,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Kalispell Public Schools,K-12 Education,Organization,Full-Time,Education / Teaching / Training,6th Grade Math Teacher,Yes,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5355211,Resource Conservation,NA,4/1/2023,Bachelors,College of Forestry & Conserv,Male,Latino(a),23-May,4/1/2023,submitted,Working,USDA Forest Service,Forestry,Organization,Full-Time,Environmental / Sustainability Mgmt,Forestry Technician,Yes,NA,NA,NA,NA,NA,55000,Annual Salary,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355213,English~Secondary Certification,English,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,St. Ignatius Public Schools District #28,K-12 Education,Organization,Full-Time,Education / Teaching / Training,High School English Teacher,NA,NA,NA,NA,NA,NA,33000,Annual Salary,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355217,Sustainable Construction Tech~Construction Management,Sustainable Construction Tech,5/10/2024,Non-Degree Seeking,Missoula College,Male,White/Caucasian,23-May,4/1/2023,submitted,Working,Missoula Concrete Construction,Construction,Organization,Full-Time,Construction / Contracting,Crane operator,Yes,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355221,Wildlife Biology,NA,5/10/2024,High School,College of Forestry & Conserv,Female,White/Caucasian,23-May,4/1/2023,submitted,Working,Albertsons Companies,Pharmaceuticals,Organization,Full-Time,Other,Certified Pharmacy Technician,Yes,NA,NA,NA,NA,NA,37544,Hourly Wage,NA,NA,This position significantly fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",1,3,1,4,1
5355227,General AA,NA,5/1/2025,Associates,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Judnich Law Office,Legal & Law Enforcement,Organization,Full-Time,Legal,Paralegal,Yes,NA,NA,NA,NA,NA,41600,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355232,History-Political Science~Secondary Certification,History-Political Science,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Circle Public Schools,K-12 Education,Organization,Full-Time,Education / Teaching / Training,High School History Teacher,NA,NA,NA,NA,NA,NA,33000,Annual Salary,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355233,Art,NA,12/17/2021,Associates,College of the Arts and Media,Male,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355240,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,"Pharm406, INC",Pharmaceuticals,Entrepreneur,Full-Time,Consulting,Pharmacist,NA,NA,NA,NA,NA,NA,114400,Hourly Wage,0,0,No opinion,"Internship, field experience, student teaching or clinical placement, None of the above",NA,NA,2,NA,NA,4,1
5355241,Pharmacy,NA,5/1/2026,Doctorate,College of Health,Female,Asian/Asian American,23-May,5/1/2023,submitted,Working,Albertsons Companies,Pharmaceuticals,Organization,Full-Time,Other,staff pharmacist,NA,NA,NA,NA,NA,NA,133848,Hourly Wage,30000,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement",3,2,0,4,1
5355244,Registered Nursing,NA,5/12/2023,Associates,Missoula College,Female,NA,23-May,5/1/2023,submitted,Working,Providence- St. Patrick's Hospital,Healthcare,Organization,Full-Time,Healthcare Services,Nurse,NA,NA,NA,NA,NA,NA,64480,Hourly Wage,5000,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355249,Psychology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,Latino(a),23-May,5/1/2023,submitted,Working,Pagoda Thai and Chinese,Food & Beverage,Organization,Part-Time,Purchasing,Sous Chef,NA,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,This position significantly fails to meet my expectations,Community-based project (service learning or volunteer),No,None of the experiential learning activities I participated in at UM were helpful.,1,1,0,1,1
5355254,Management Information Systems~Cybersecurity Management,Management Information Systems,5/10/2024,Bachelors,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Study abroad or study away program, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Study abroad or study away program",3,3,1,7,1
5355258,Accounting,NA,12/17/2021,Associates,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,FLR INC,Sales & Marketing,Organization,Full-Time,Administration,Budtender,Yes,NA,NA,NA,NA,NA,33280,Hourly Wage,0,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,3,1
5355260,Management & Entrepreneurship,NA,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,4/1/2023,submitted,Working,McGowan Commercial Company,Other Industries,Organization,Full-Time,General Management,Shift Leader and Meat Cutter,Yes,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,1,0,5,1
5355262,Management & Entrepreneurship,NA,5/12/2023,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355264,Wildlife Biology~History,Wildlife Biology,5/12/2023,Bachelors,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,U.S. Department of State (not legally an employee),"Government - Local, State & Federal",Fellowship,Part-Time,Education / Teaching / Training,Fulbright English Teaching Assistant in Germany,NA,NA,NA,NA,NA,NA,NA,Monthly Stipend,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,5,1
5355266,Media Arts,NA,5/10/2024,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355268,Communication Studies,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,American Eagle,Retail Stores,Organization,Full-Time,Sales,Sales Lead,NA,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,This position fails to meet my expectations,None of the above,NA,NA,1,NA,NA,0,0
5355270,Management & Entrepreneurship~Entertainment Management,Management & Entrepreneurship,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355271,History,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,Latino(a),23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
